id,source,country,title,date,century,type,medium,place,accession,credit,provenance,openImage,image,url,dataLicence,matchBasis,strength
aic-144737,Art Institute of Chicago,USA,Deities Chakrasamvara and Vajravarahi in Ritual Embrace (Yab-Yum),16th century,16th c.,Metalwork,Bronze,Nepal,2014.1049,Gift of Marilynn B. Alsdorf,"James W. Alsdorf (1913–1990) and Marilynn B. Alsdorf (1925–2019), Winnetka and Chicago, IL; by descent to Marilynn B. Alsdorf, Chicago, 1990 [on long-term loan at the Art Institute of Chicago, Aug. 9, 1996]; given to the Art Institute of Chicago, 2014.",True,"https://www.artic.edu/iiif/2/d8bae6e9-c1fe-6461-7fd0-9fce60bc783f/full/843,/0/default.jpg",https://www.artic.edu/artworks/144737,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-145676,Art Institute of Chicago,USA,Fragment of a Plaque with Dancing Ganesha and the Mother Goddesses Brahmani and Maheshvari,c. 10th/11th century,11th c.,Sculpture,Copper repoussé,Nepal,1996.431a,Helen A. Regenstein Endowment,"With Arnold H. Lieberman, New York, by Apr. 29, 1996; sold to the Art Institute of Chicago, Sept. 9, 1996.",True,"https://www.artic.edu/iiif/2/8f87c75a-67c8-fa9d-d56b-6b787cf5cd35/full/843,/0/default.jpg",https://www.artic.edu/artworks/145676,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-46266,Art Institute of Chicago,USA,"Pradyumna Enters the Palace of the Demon Sambar and Challenges him to Battle, page from a Dispersed Bhagavata Purana manuscript",c. 1775,18th c.,Painting,Opaque watercolor on paper,Nepal,1973.836,Gift of Everett McNear,"Everett McNear (1904–1984), Chicago; given to the Art Institute of Chicago, Dec. 28, 1973.",True,"https://www.artic.edu/iiif/2/46c40aad-f07d-ad84-a0d3-956ce7cc382c/full/843,/0/default.jpg",https://www.artic.edu/artworks/46266,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-184667,Art Institute of Chicago,USA,One of a Pair of Magical Charms (Dharani) Manuscript Covers,18th century,18th c.,Religious/Ritual Object,Pigment and metallic paint on wood,Nepal,2004.1164b,Gift of Nancy Wiener,"Doris Wiener, New York City, by 1978 [Pal 1978]; given to her daughter Nancy Wiener, New York, by 2004; given to the Art Institute of Chicago, 2004.",True,"https://www.artic.edu/iiif/2/67fed7f6-f375-6361-7004-cf266fc6d57a/full/843,/0/default.jpg",https://www.artic.edu/artworks/184667,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-184661,Art Institute of Chicago,USA,"Manuscript Cover with Buddha, Two Bodhisattvas and Two Protective Deities (Lokapalas)",c. 1575,16th c.,Religious/Ritual Object,Pigments on wood,Nepal,2004.1159,Gift of Michele Wiener Caplan,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/78cb57c4-3fa4-13df-4bff-83c69d24bdaf/full/843,/0/default.jpg",https://www.artic.edu/artworks/184661,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-153524,Art Institute of Chicago,USA,"Sarasvati, Goddess of Wisdom, Holding a Book and a Water Pot",10th century,10th c.,Sculpture,Gilt copper alloy with semiprecious stones,Kathmandu Valley,2014.1033,Gift of Marilynn B. Alsdorf,"William H. Wolff, New York; sold to James W. Alsdorf (1913–1990) and Marilynn B. Alsdorf (1925–2019), Winnetka and Chicago, IL, Oct. 22, 1979 [dealer receipt, Oct. 22, 1979; copy in curatorial object file]; by descent to Marilynn B. Alsdorf, Chicago, 1990 [on long-term loan at the Art Institute of Chicago, Sept. 17, 1997]; given to the Art Institute of Chicago, Nov. 19, 2014.",True,"https://www.artic.edu/iiif/2/f50f5dd2-7df6-d140-d5c6-1f5768f4ef1c/full/843,/0/default.jpg",https://www.artic.edu/artworks/153524,CC0 (description field CC-BY),place_of_origin: Kathmandu Valley,strong
aic-184660,Art Institute of Chicago,USA,Manuscript Cover from the Five Protectors (Pancharaksha),13th century,13th c.,Religious/Ritual Object,"Pigments, metallic paint on wood, and metal",Nepal,2004.1158,Gift of Michele Wiener Caplan,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/d1d2d7b0-ae5f-a14c-1168-3ed92dea6225/full/843,/0/default.jpg",https://www.artic.edu/artworks/184660,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-144734,Art Institute of Chicago,USA,Goddess Green Tara Seated with Hand in Gesture of Gift Giving (Varadamudra),16th century,16th c.,Sculpture,Gilt copper alloy,Nepal,2014.1047,Gift of Marilynn B. Alsdorf,"Possibly with Spink & Son, London; sold to James W. Alsdorf (1913–1990) and Marilynn B. Alsdorf (1925–2019), Winnetka and Chicago, IL, Mar. 28, 1980 [invoice from Spink & Son, Mar. 28, 1980; copy in curatorial object file]; by descent to Marilynn B. Alsdorf, Chicago, 1990 [on long-term loan at the Art Institute of Chicago, Aug. 9, 1996; promised as a gift to the Art Institute of Chicago, 2010]; given to the Art Institute of Chicago, Nov. 19, 2014.",True,"https://www.artic.edu/iiif/2/7d3e82a2-7a95-e180-3303-d92817d3adde/full/843,/0/default.jpg",https://www.artic.edu/artworks/144734,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-185007,Art Institute of Chicago,USA,Manuscript Cover from the Five Protectors (Pancharaksha),12th century,12th c.,Religious/Ritual Object,Pigments and metallic paint on wood,Nepal,2005.616,Kate S. Buckingham Endowment Fund,"Nancy Wiener Gallery, New York; sold to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/922fa511-8ea8-b56a-e615-5a3e4661866e/full/843,/0/default.jpg",https://www.artic.edu/artworks/185007,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-220161,Art Institute of Chicago,USA,One of a Pair of Manuscript Covers from the Five Protectors (Pancharaksha),15th century,15th c.,Religious/Ritual Object,Pigments and metallic paint on wood,Nepal,2004.1161b,Gift of Michele Wiener Caplan,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/aa5c3ad1-95a6-a85e-7d4c-5f736a1eedd5/full/843,/0/default.jpg",https://www.artic.edu/artworks/220161,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-144739,Art Institute of Chicago,USA,Plaque with Local Deity Ghantakarna and Spouse,c. 1600,17th c.,Religious/Ritual Object,Gilt bronze,Kathmandu Valley,2014.1050,Gift of Marilynn B. Alsdorf,"Doris Wiener, New York; sold to James W. Alsdorf (1913–1990) and Marilynn B. Alsdorf (1925–2019), Winnetka and Chicago, IL, Mar 13, 1976 [invoice from Doris Wiener Gallery; copy in curatorial object file]; by descent to Marilynn B. Alsdorf, Chicago, 1990 [on long-term loan at the Art Institute of Chicago, Aug. 9, 1996; promised as a gift to the Art Institute of Chicago, Aug. 31, 2010]; given to the Art Institute of Chicago, Nov. 19, 2014.",True,"https://www.artic.edu/iiif/2/e5615b33-6819-806a-4ceb-74a21ee83627/full/843,/0/default.jpg",https://www.artic.edu/artworks/144739,CC0 (description field CC-BY),place_of_origin: Kathmandu Valley,strong
aic-140600,Art Institute of Chicago,USA,"Red Avalokiteshvara, Possibly as Rain God Bunga Dya in the Form of Rato Macchendranath",18th/19th century,19th c.,Painting,Opaque watercolor on cotton,Nepal,1995.201,Bertha Evans Brown Endowment,"With Spink & Son, London; sold to the Art Institute of Chicago, July 17, 1995.",True,"https://www.artic.edu/iiif/2/e1b0118e-b051-80b8-edf4-9d136e666c81/full/843,/0/default.jpg",https://www.artic.edu/artworks/140600,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-143636,Art Institute of Chicago,USA,Guardian King Vaishravana on His Lion Mount,17th century,17th c.,Sculpture,Terracotta,Nepal,1995.470,Gift of Marilyn Walter Grounds,"Marilyn Walter Grounds, Princeton, NJ; given to the Art Institute of Chicago, Apr. 5, 1996.",True,"https://www.artic.edu/iiif/2/b6aa935d-02b6-5ae2-9a62-5eb018beaa7e/full/843,/0/default.jpg",https://www.artic.edu/artworks/143636,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-184666,Art Institute of Chicago,USA,One of a Pair of Magical Charms (Dharani) Manuscript Covers,18th century,18th c.,Religious/Ritual Object,Pigment and metallic paint on wood,Nepal,2004.1164a,Gift of Nancy Wiener,"Doris Wiener, New York City, by 1978 [Pal 1978]; given to her daughter Nancy Wiener, New York, by 2004; given to the Art Institute of Chicago, 2004.",True,"https://www.artic.edu/iiif/2/10f37814-a196-3086-9a09-c29078f45cae/full/843,/0/default.jpg",https://www.artic.edu/artworks/184666,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-153537,Art Institute of Chicago,USA,Bodhisattva Amoghapasha Lokeshvara,15th century,15th c.,Sculpture,Painted wood,Kathmandu Valley,2014.1032,Gift of Marilynn B. Alsdorf,"Possibly with Spink & Son, London; sold to James W. Alsdorf (1913–1990) and Marilynn B. Alsdorf (1925–2019), Winnetka and Chicago, IL, June 4, 1984 [invoice from Spink & Son, June 4, 1984; copy in curatorial object file]; by descent to Marilynn B. Alsdorf, Chicago, 1990 [on long-term loan at the Art Institute of Chicago, July 15, 1997; promised as a gift to the Art Institute of Chicago, 2002]; given to the Art Institute of Chicago, Nov. 19, 2014.",True,"https://www.artic.edu/iiif/2/9ba779fb-3cce-96d6-b8c9-afff9a8c6c51/full/843,/0/default.jpg",https://www.artic.edu/artworks/153537,CC0 (description field CC-BY),place_of_origin: Kathmandu Valley,strong
aic-46264,Art Institute of Chicago,USA,"The Demon Sambar Throws the Infant Pradyumna into the River, page from a Dispersed Bhagavata Purana manuscript",c. 1775,18th c.,Painting,Opaque watercolor on paper,Nepal,1973.835,Gift of Everett McNear,"Everett McNear (1904–1984), Chicago; given to the Art Institute of Chicago, Dec. 28, 1973.",True,"https://www.artic.edu/iiif/2/43975917-2080-6f9c-8eb6-b836d36fe73a/full/843,/0/default.jpg",https://www.artic.edu/artworks/46264,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-151423,Art Institute of Chicago,USA,Fragment of a Plaque with Seated Mother Goddesses Indrani and Chamunda,c. 10th/11th century,11th c.,Sculpture,Copper repoussé,Nepal,1996.805,Helen A. Regenstein Endowment,"With Arnold H. Lieberman, New York, by Apr. 29, 1996; sold to the Art Institute of Chicago, Sept. 9, 1996.",True,"https://www.artic.edu/iiif/2/37fbf439-08e3-0d37-d5eb-6f39624f8a88/full/843,/0/default.jpg",https://www.artic.edu/artworks/151423,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-220160,Art Institute of Chicago,USA,One of a Pair of Manuscript Covers from the Perfection of Wisdom Sutra (Ashtasahasrika Prajnaparamita Sutra),c. 17th century,17th c.,Painting,Pigments and metallic paint on wood,Nepal,2004.1165b,Gift of Nancy Wiener; Kate S. Buckingham Endowment Fund,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago as a partial gift and partial exchange, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/ba490e49-d2dc-907d-2809-ef22ff15f547/full/843,/0/default.jpg",https://www.artic.edu/artworks/220160,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-143634,Art Institute of Chicago,USA,Lamp with Deified Figure Upheld by Garuda,15th century or earlier,15th c.,Decorative Arts,Terracotta with traces of vermilion pigment,Nepal,1995.468,Gift of Marilyn Walter Ground in honor of Dr. Pratapaditya Pal,"Marilyn Walter Grounds, Princeton, NJ; given to the Art Institute of Chicago, Apr. 5, 1996.",True,"https://www.artic.edu/iiif/2/20a54e33-8de9-39bb-e6d5-4978fe3f3cc0/full/843,/0/default.jpg",https://www.artic.edu/artworks/143634,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-220142,Art Institute of Chicago,USA,One of a Pair of Manuscript Covers with Buddha Overcoming Temptation Surrounded by Disciples,18th century,18th c.,Religious/Ritual Object,Pigments and metallic paint on wood,Nepal,2004.1160b,Gift of Michele Wiener Caplan,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/0f52cb47-0ad8-5b2c-bb1e-783b541c8231/full/843,/0/default.jpg",https://www.artic.edu/artworks/220142,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-103393,Art Institute of Chicago,USA,"Temple Strut Fragment with Boar God, Varaha",15th century,15th c.,Architectural fragment,Wood,Nepal,1984.1495,James W. and Marilynn Alsdorf Collection,"James W. Alsdorf (1913–1990) and Marilynn B. Alsdorf (1925–2019), Winnetka and Chicago, IL; given to the Art Institute of Chicago, Dec. 27, 1984.",True,"https://www.artic.edu/iiif/2/99c88f16-a730-8d3e-20cf-92a99a6d357a/full/843,/0/default.jpg",https://www.artic.edu/artworks/103393,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-185009,Art Institute of Chicago,USA,Manuscript Cover with Six Seated Buddhas with Various Hand Gestures (Mudras),12th century,12th c.,Religious/Ritual Object,Pigments and metallic paint on wood,Nepal,2005.615,Kate S. Buckingham Endowment Fund,"Nancy Wiener Gallery, New York; sold to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/9d159eb3-a187-976a-11dc-bf8fbf9f2d6c/full/843,/0/default.jpg",https://www.artic.edu/artworks/185009,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-184669,Art Institute of Chicago,USA,One of a Pair of Manuscript Covers from the Five Protectors (Pancharaksha),15th century,15th c.,Religious/Ritual Object,Pigments and metallic paint on wood,Nepal,2004.1161a,Gift of Michele Wiener Caplan,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/aa5c3ad1-95a6-a85e-7d4c-5f736a1eedd5/full/843,/0/default.jpg",https://www.artic.edu/artworks/184669,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-104983,Art Institute of Chicago,USA,"Architectural Strut with the Dikpala, Isana, Standing on a Bull",17th century,17th c.,Architectural fragment,Wood with traces of red pigment,Nepal,1985.1025,James W. and Marilynn Alsdorf Collection,"Ludovic Dapsens Auctions, Reims, France; sold through Jean-Claude Moreau-Gobard, Paris, on behalf of James W. Alsdorf (1913–1990) and Marilynn B. Alsdorf (1925–2019), Winnetka and Chicago, IL, Feb. 27, 1977 [invoice from Ludovic Dapsens, Feb. 27, 1977 and correspondences from Jean-Claude Moreau-Gobard; copies in curatorial object file]; [on long-term loan at the Art Institute of Chicago, Feb. 8, 1983] given to the Art Institute of Chicago, 1985.",True,"https://www.artic.edu/iiif/2/6ff24bba-8890-cea0-1942-840045f93608/full/843,/0/default.jpg",https://www.artic.edu/artworks/104983,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-104984,Art Institute of Chicago,USA,"Architectural Strut with the Dikpala, Vayu, Standing on a Deer",17th century,17th c.,Architectural fragment,Wood with traces of red pigment,Nepal,1985.1026,James W. and Marilynn Alsdorf Collection,"Ludovic Dapsens Auctions, Reims, France; sold through Jean-Claude Moreau-Gobard, Paris, on behalf of James W. Alsdorf (1913–1990) and Marilynn B. Alsdorf (1925–2019), Winnetka and Chicago, IL, Feb. 27, 1977 [invoice from Ludovic Dapsens, Feb. 27, 1977 and correspondences from Jean-Claude Moreau-Gobard; copies in curatorial object file]; [on long-term loan at the Art Institute of Chicago, Feb. 8, 1983] given to the Art Institute of Chicago, 1985.",True,"https://www.artic.edu/iiif/2/026b6ada-6538-7342-686b-276f5a76c9fe/full/843,/0/default.jpg",https://www.artic.edu/artworks/104984,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-184662,Art Institute of Chicago,USA,One of a Pair of Manuscript Covers of Buddha Preaching Surrounded by Disciples,18th century,18th c.,Religious/Ritual Object,Pigments and metallic paint on wood,Nepal,2004.1160a,Gift of Michele Wiener Caplan,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago, Dec. 31, 2004.",True,,https://www.artic.edu/artworks/184662,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-220168,Art Institute of Chicago,USA,One of a Pair of Manuscript Covers from the Glorification of the Great Goddess (Devimahatmya),18th century,18th c.,Painting,Pigments and metallic paint on wood,Nepal,2005.614a,Kate S. Buckingham Endowment Fund,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/53eb3c01-e31d-1688-e3c1-a90c1dbf09d4/full/843,/0/default.jpg",https://www.artic.edu/artworks/220168,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-184664,Art Institute of Chicago,USA,One of a Pair of Manuscript Covers from the Glorification of the Great Goddess (Devimahatmya),late 17th century,17th c.,Religious/Ritual Object,Pigments and metallic paint on wood,Nepal,2004.1162a,Gift of Michele Wiener Caplan,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/b94d83d2-d7d2-d9e0-948e-59d6be1204e5/full/843,/0/default.jpg",https://www.artic.edu/artworks/184664,CC0 (description field CC-BY),place_of_origin: Nepal,strong
aic-220144,Art Institute of Chicago,USA,One of a Pair of Manuscript Covers from the Glorification of the Great Goddess (Devimahatmya),late 17th century,17th c.,Religious/Ritual Object,Pigments and metallic paint on wood,Nepal,2004.1162b,Gift of Michele Wiener Caplan,"Nancy Wiener Gallery, New York; given to the Art Institute of Chicago, Dec. 31, 2004.",True,"https://www.artic.edu/iiif/2/b94d83d2-d7d2-d9e0-948e-59d6be1204e5/full/843,/0/default.jpg",https://www.artic.edu/artworks/220144,CC0 (description field CC-BY),place_of_origin: Nepal,strong
